PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,survived
-2.5213226580535464,-0.545111701660904,-0.42680068547237066,-0.9054841658719697,0.4573435370476435,0.31844306636883973,-0.5304460513186944,-0.010107930061296382,0.16776479973223163,-0.18980239577610106,0
5.747162366815495,2.273724181731978,1.2882879325834138,-0.7556257501435679,-0.7370755684014942,0.16360680043631545,-1.0043251958350332,-0.5713699355513047,-1.122638833868806,1.4117431565795322,1
1.4110381240548595,-2.6270472422765905,-0.5014290454191681,1.6836278740434123,-0.523093787337795,-1.2023149229513341,-1.2781599914933113,1.1920842271694685,-0.5743860062175554,-0.09616912007548334,1
4.315415580419917,0.6480528018381053,-2.3105174169771177,0.690326456689575,-0.6159708438234184,1.7420258928126693,-0.9425510418769002,-0.014725795313632913,-1.386664593127308,1.2882008528214433,1
-2.9046798820568944,0.05411033481392573,-0.2644800670416451,0.3603571575960534,0.13510786486726617,-0.24141642995068974,-0.8395098451007905,0.35637896911064393,-0.12164986145939356,0.04500745926889701,0
-2.3369142999366668,-0.38742782472416476,4.227006514890635,1.7928966395579409,-0.09074677345218059,2.5670518071190798,1.1038572014274837,-0.27858080021683834,0.011168406551446214,-0.03599470871031672,0
-0.5114943595364673,3.6127195240304815,-2.1106896714095695,1.2062455089310544,-0.48860190785582985,1.6317567506309705,-0.22366730917082844,1.1393921113288827,1.4108420144797944,-2.308204227989398,0
-0.777291438075794,-3.0230753513251685,-0.6699467202821404,-3.535944061459099,1.3578434190533928,1.010254599462778,0.7347291337215551,0.637332332598903,0.08519370330050743,-0.4348869059771776,0
2.035516841956694,-3.197037017733559,-0.8746471747448906,0.2239926601488292,-0.10479960541622,-0.3966712390618069,-1.2569740895061998,0.23718012825372842,0.06517879139104099,-0.34744546058053793,1
3.4925276546082307,-1.137030397618158,1.9076931264305972,-2.4376658556415505,-0.3194331005413743,-2.632052070638331,2.760609137927689,-0.2294294033641761,-0.2095461993034375,-0.367872759711053,1
2.3517725056624514,-3.9685292085238157,-1.3844424661362529,-2.574215229513278,1.0326163817854543,0.9178815902481088,-0.4079455660976373,6.126187065158622,2.830227041585658,6.511636738318898,1
3.824310812995071,1.3281103963683856,-2.1567270621523544,2.237974025328927,-1.0191469520473906,1.103846700810547,-1.376863611688098,0.19116046436995773,-1.3767639059208077,1.535934433458905,1
-2.9095172771883675,-0.2141257825936672,-0.20769678671714054,0.054829440790161936,0.20213903500991257,-0.2790352319552549,-0.5883477513760759,0.6851670478383811,-0.36005722238816523,0.049695923699944466,0
-1.7430491811538074,-1.0867870557463464,-1.0341352789475544,-2.5632022931810243,1.0998154455466516,1.4918973070284713,-0.9656419575287368,-1.6130672317455013,1.0037409514677753,-0.48556436734435743,0
-0.1703760745662735,-2.9553332470917724,-0.3239771922398206,-0.7241684212616921,0.45655836273978107,-0.545868139499317,-0.20755297921976992,1.4394029238070467,-0.5050136859325531,0.37047214135665385,0
2.1143675185477284,-1.316085846474243,-1.6543929178618373,2.624360462336803,-1.2377715725872764,-1.7893880163399454,0.3382679076986679,-1.1525931989342872,-0.12917656751149137,0.017528999543589663,1
